,gpsDate,latitude,longitude,Power_Mode,Fuel_Consum,GD_Engine_Temp,Steering_Angle_Speed,Transmission_Type,Vehicle_Speed,Engine_Speed,Brake_Control_Volume,Radar_Cruise_State,Streering_Angle_Degree,Odometer_Reading,Hood_Courtesy,Passenger_AC_Value,Driver_AC_Value,Fuel_Gauge,Rear_Fog_Light,Front_Fog_Light,Lounge_Illum_Light,Front_Dome_Light,Slide_Roof,Passenger_Window_State,RR_Window_State,Driver_Window_State,RL_Window_State,AccelFB,AccelLR,Inlet_Switch_Indicator,AC_Blower_Level,WhilteLine_Left,LKA_Steering_Support,WhilteLine_Right
130,2017-03-07T15:40:37,39.7721484,-104.7949631,0.0,0.2485,89.7376254611,0.732,1.0,0.0,998.4375,0.0,1.0,-1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,3.0,0.0,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.28718,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
143,2017-03-07T15:40:50,39.7721484,-104.7949631,0.0,0.2485,54.0,0.732,1.0,0.0,998.4375,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.28718,0.12,2.52,2.0,0.0,2.0
156,2017-03-07T15:41:03,39.7721484,-104.7949631,0.0,0.2495,54.5,0.732,1.0,0.0,1008.59375,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.14356,-0.25129,0.12,2.52,2.0,0.0,2.0
169,2017-03-07T15:41:16,39.7721484,-104.7949631,0.0,0.247,55.0,0.732,1.0,0.0,1004.6875,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.25129,0.12,2.52,2.0,0.0,2.0
182,2017-03-07T15:41:29,39.7721463,-104.7949653,0.0,0.2455,55.5,0.732,1.0,0.0,990.625,0.0,1.0,-1.5,1126.06674001,0.0,82.0,74.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
195,2017-03-07T15:41:42,39.7721441,-104.7949653,0.0,0.2425,56.0,0.732,1.0,0.0,1000.78125,0.02,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,3.0,0.0,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.25129,0.12,2.52,2.0,0.0,2.0
208,2017-03-07T15:41:55,39.7721441,-104.7949609,0.0,0.2425,56.5,0.976,1.0,0.0,1007.03125,0.0,1.0,-1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.25129,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
221,2017-03-07T15:42:08,39.7721441,-104.7949609,0.0,0.2415,57.0,0.976,1.0,0.0,1000.78125,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.14356,-0.28718,0.12,2.52,2.0,0.0,2.0
234,2017-03-07T15:42:21,39.7721441,-104.7949609,0.0,0.257,57.5,0.732,1.0,0.0,1001.5625,0.0,1.0,-1.5,960.0,0.0,1.0,74.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
247,2017-03-07T15:42:34,39.7721441,-104.7949609,0.0,0.2445,57.5,0.976,1.0,0.0,996.875,0.0,1.0,-1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,3.0,0.0,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
260,2017-03-07T15:42:47,39.7721441,-104.7949609,0.0,0.244,57.5,0.732,1.0,0.0,1005.46875,0.0,1.0,-1.5,1126.06674001,0.0,65.5968778696,66.3126721763,255.0,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.25129,0.12,2.52,2.0,0.0,2.0
273,2017-03-07T15:43:00,39.7721419,-104.7949609,0.0,0.241,58.0,0.732,1.0,0.0,1003.125,0.0,1.0,-1.5,960.0,0.0,1.0,74.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
286,2017-03-07T15:43:13,39.7721419,-104.7949609,0.0,0.238,58.0,0.976,1.0,0.0,999.21875,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
299,2017-03-07T15:43:26,39.7721398,-104.7949609,0.0,0.2405,58.5,0.976,1.0,0.0,1001.5625,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.14356,-0.28718,0.12,2.52,2.0,0.0,2.0
312,2017-03-07T15:43:39,39.7721398,-104.7949631,0.0,0.2445,58.5,0.976,1.0,0.0,994.53125,0.0,1.0,-1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,3.0,0.0,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.14356,-0.28718,0.12,2.52,2.0,0.0,2.0
325,2017-03-07T15:43:52,39.7721419,-104.7949631,0.0,0.237,59.0,0.976,1.0,0.0,1000.0,0.0,1.0,-1.5,960.0,0.0,1.0,74.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
338,2017-03-07T15:44:05,39.7721441,-104.7949631,0.0,0.238,59.0,0.976,1.0,0.0,1004.6875,0.0,1.0,-1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.10767,-0.25129,0.12,2.52,2.0,0.0,2.0
351,2017-03-07T15:44:18,39.7721419,-104.7949631,0.0,0.232,59.5,0.976,1.0,0.0,688.28125,0.0,1.0,-3.0,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
364,2017-03-07T15:44:31,39.7720768,-104.794974,0.0,0.561,60.0,-9.516,1.0,1.851686153,996.09375,0.0,1.0,-469.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
377,2017-03-07T15:44:44,39.7720942,-104.7953429,0.0,0.2035,59.5,0.976,1.0,0.0,610.15625,0.52,1.0,-3.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.07178,-0.10773,0.12,2.52,2.0,0.0,2.0
390,2017-03-07T15:44:57,39.7720898,-104.7953429,0.0,0.2065,61.0,0.732,1.0,0.0,598.4375,0.7,1.0,0.0,1126.06674001,0.0,65.5968778696,66.3126721763,255.0,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.0,-0.07184,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
403,2017-03-07T15:45:10,39.772092,-104.7953602,0.0,0.2015,61.5,0.732,1.0,1.224101249,621.09375,0.0,1.0,-1.5,1126.06674001,0.0,1.0,74.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.21534,-6e-05,0.12,2.52,2.0,0.0,2.0
416,2017-03-07T15:45:23,39.7720942,-104.7954427,0.0,0.5225,61.5,0.244,1.0,6.114292532,1401.5625,0.0,1.0,-12.0,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.43068,0.03583,0.12,2.52,2.0,0.0,2.0
429,2017-03-07T15:45:36,39.7718685,-104.7958637,0.0,0.165,60.5,7.564,1.0,3.498319812,568.75,1.24,1.0,187.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-2.22518,-0.07184,0.12,2.52,2.0,0.0,2.0
442,2017-03-07T15:45:49,39.7724067,-104.795957,0.0,0.204,61.5,0.732,1.0,11.01069753,846.09375,1.44,1.0,0.0,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-2.08162,-0.25129,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
455,2017-03-07T15:46:02,39.7725825,-104.795944,0.0,0.2085,89.7376254611,0.976,1.0,5.033106657,924.21875,0.72,1.0,3.0,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
468,2017-03-07T15:46:15,39.7727582,-104.7957878,0.0,2.978,63.0,-0.244,1.0,22.61169769,2683.59375,0.0,1.0,-6.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,2.04573,0.28706,0.12,2.52,2.0,0.0,2.0
481,2017-03-07T15:46:28,39.7727561,-104.7938303,0.0,0.728,66.0,0.976,1.0,28.13568758,1190.625,0.0,1.0,1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.21534,-0.03595,0.12,2.52,2.0,0.0,1.0
494,2017-03-07T15:46:41,39.7721137,-104.792385,0.0,0.2765,67.0,0.244,1.0,31.14312415,1816.40625,0.0,1.0,0.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.50246,-0.32307,0.12,2.52,1.0,0.0,1.0
507,2017-03-07T15:46:54,39.7703255,-104.7917578,0.0,0.246,69.0,0.976,1.0,38.23918317,1039.0625,0.0,1.0,1.5,960.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
520,2017-03-07T15:47:07,39.768572,-104.7913064,0.0,0.5995,70.5,17.812,1.0,24.84863398,1050.0,0.0,1.0,78.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.03589,-3.51727,0.12,2.52,2.0,0.0,2.0
533,2017-03-07T15:47:20,39.7679123,-104.7929362,0.0,3.541,71.0,1.22,1.0,38.0962678,2685.9375,0.0,1.0,1.5,960.0,0.0,81.0,69.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,1.0,0.0,1.0
546,2017-03-07T15:47:34,39.7676606,-104.795638,0.0,1.901,74.0,1.952,1.0,44.70144357,1985.9375,0.0,1.0,3.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.3589,-0.43073,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
559,2017-03-07T15:47:47,39.7686176,-104.7987391,0.0,1.186,75.5,0.488,1.0,53.19558777,1457.03125,0.0,1.0,1.5,961.0,0.0,81.0,69.0,255.0,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,1.0
572,2017-03-07T15:48:00,39.7695898,-104.8021181,0.0,0.335,77.0,0.732,1.0,48.54773125,1107.03125,0.0,1.0,1.5,961.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.28712,-0.1436,0.12,2.52,1.0,0.0,1.0
585,2017-03-07T15:48:13,39.7703168,-104.8053993,0.0,0.9395,77.0,0.244,1.0,54.97892309,1857.03125,0.0,1.0,1.5,961.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.21534,-0.1436,0.12,2.52,1.0,0.0,1.0
598,2017-03-07T15:48:26,39.7708702,-104.8089366,0.0,0.0,78.0,0.244,1.0,46.9073113,1051.5625,0.0,1.0,0.0,961.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,1.0,0.0,2.0
611,2017-03-07T15:48:40,39.7712609,-104.8123655,0.0,1.812,77.5,0.488,1.0,49.59784856,1980.46875,0.0,1.0,0.0,962.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.61013,0.17942,0.12,2.52,1.0,0.0,1.0
624,2017-03-07T15:48:53,39.7716276,-104.8158572,0.0,0.351,79.0,0.732,1.0,51.10156685,1160.15625,0.0,1.0,1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.46657,-4e-05,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
637,2017-03-07T15:49:06,39.77199,-104.8193945,0.0,0.0,79.0,0.488,1.0,53.40685397,1221.875,0.0,1.0,0.0,962.0,0.0,81.0,69.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.57424,0.2512,0.12,2.52,1.0,0.0,1.0
650,2017-03-07T15:49:19,39.772322,-104.8220768,0.0,0.6635,80.5,0.732,1.0,23.1398632,1289.0625,0.0,1.0,1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
663,2017-03-07T15:49:32,39.7724783,-104.8235352,0.0,0.743,80.0,-0.976,1.0,28.86890559,2092.1875,0.0,1.0,-3.0,962.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.53835,-0.14359,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
676,2017-03-07T15:49:45,39.7722222,-104.8255642,0.0,0.0,83.5,-0.488,1.0,21.95304422,1091.40625,0.0,1.0,-1.5,962.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
689,2017-03-07T15:49:58,39.7719249,-104.8262999,0.0,0.222,82.5,0.732,1.0,0.0,788.28125,0.0,1.0,3.0,962.0,0.0,81.0,69.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
702,2017-03-07T15:50:11,39.7718555,-104.8264323,0.0,0.3725,83.0,0.732,1.0,5.244372862,1259.375,0.0,1.0,0.0,962.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.61013,-0.89728,0.12,2.52,2.0,0.0,2.0
715,2017-03-07T15:50:24,39.7715625,-104.826901,0.0,0.404,82.0,-0.976,1.0,16.56575599,1155.46875,0.0,1.0,-4.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
728,2017-03-07T15:50:37,39.7708203,-104.8276714,0.0,0.849,83.0,-0.732,1.0,23.31384713,1267.96875,0.0,1.0,-3.0,962.0,0.0,81.0,69.0,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.17945,-0.64605,0.12,2.52,2.0,0.0,2.0
741,2017-03-07T15:50:50,39.7694206,-104.8282791,0.0,0.1865,83.5,-0.488,1.0,26.42691681,858.59375,0.0,1.0,-3.0,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
754,2017-03-07T15:51:03,39.7687153,-104.8282878,0.0,0.229,84.0,0.976,1.0,0.0,666.40625,0.0,1.0,-3.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
767,2017-03-07T15:51:16,39.7681858,-104.8281988,0.0,0.428,83.5,0.732,1.0,26.42691681,1341.40625,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
780,2017-03-07T15:51:29,39.7666319,-104.8279688,0.0,1.948,86.5,1.464,1.0,34.07599618,1745.3125,0.0,1.0,3.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,1.04081,-3e-05,0.12,2.52,0.808110168684,0.00481273229772,0.784475364529
793,2017-03-07T15:51:42,39.7648307,-104.8278776,0.0,0.253,88.0,0.732,1.0,26.91158634,1186.71875,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.53835,0.03586,0.12,2.52,2.0,0.0,2.0
806,2017-03-07T15:51:55,39.7638216,-104.8278385,0.0,0.243,88.0,0.488,1.0,8.910462897,847.65625,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
819,2017-03-07T15:52:08,39.7631749,-104.8278342,0.0,0.1915,88.0,0.976,1.0,12.96801678,865.625,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.68191,0.2512,0.12,2.52,2.0,0.0,2.0
832,2017-03-07T15:52:21,39.7625543,-104.8278364,0.0,0.1865,88.5,0.732,1.0,13.07364988,871.875,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
845,2017-03-07T15:52:34,39.762194,-104.8278429,0.0,0.189,88.0,0.976,1.0,2.901803468,714.84375,0.0,1.0,0.0,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
858,2017-03-07T15:52:47,39.7614605,-104.8278385,0.0,0.6495,89.7376254611,0.976,1.0,17.7215064,1599.21875,0.0,1.0,1.5,1126.06674001,0.0,65.5968778696,66.3126721763,255.0,0.0,0.0,1.0,0.0,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.50246,0.21531,0.12,2.52,2.0,0.0,2.0
871,2017-03-07T15:53:00,39.760306,-104.8278364,0.0,1.419,90.0,1.22,1.0,28.90618786,1485.15625,0.0,1.0,1.5,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,-0.0442494745558,-0.007517794408,0.12,2.52,2.0,0.0,2.0
884,2017-03-07T15:53:13,39.7585438,-104.8278429,0.0,0.7435,91.5,0.732,1.0,32.7835441,1464.84375,0.0,1.0,0.0,963.0,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.14356,0.2512,0.12,2.52,1.0,0.0,1.0
897,2017-03-07T15:53:26,39.7567904,-104.8278494,0.0,1.2155,92.0,0.976,1.0,36.17623081,1250.0,0.0,1.0,1.5,1126.06674001,0.0,65.5968778696,66.3126721763,209.785935884,0.0,0.0,1.38608119304,0.0724937862469,1.99444444444,1.94936708861,2.0,1.59493670886,1.88607594937,0.46657,0.10764,0.12,2.52,1.0,0.0,1.0
